state,year,observed_cases,S_pop_q025,S_pop_median,S_pop_q975,S_foiweighted_q025,S_foiweighted_median,S_foiweighted_q975,latent_infections_total_q025,latent_infections_total_median,latent_infections_total_q975,S_old_homogeneous_q025,S_old_homogeneous_median,S_old_homogeneous_q975,S_pop_minus_old_homogeneous_q025,S_pop_minus_old_homogeneous_median,S_pop_minus_old_homogeneous_q975,within_state_S_q10,within_state_S_q10_q025,within_state_S_q10_q975,within_state_S_q25,within_state_S_q25_q025,within_state_S_q25_q975,within_state_S_q50,within_state_S_q50_q025,within_state_S_q50_q975,within_state_S_q75,within_state_S_q75_q025,within_state_S_q75_q975,within_state_S_q90,within_state_S_q90_q025,within_state_S_q90_q975,within_state_S_weighted_sd,within_state_S_weighted_sd_q025,within_state_S_weighted_sd_q975,within_state_S_weighted_iqr,within_state_S_weighted_iqr_q025,within_state_S_weighted_iqr_q975,prop_population_S_lt_025,prop_population_S_lt_025_q025,prop_population_S_lt_025_q975,prop_population_S_lt_050,prop_population_S_lt_050_q025,prop_population_S_lt_050_q975,prop_population_S_lt_075,prop_population_S_lt_075_q025,prop_population_S_lt_075_q975,prop_population_S_ge_090,prop_population_S_ge_090_q025,prop_population_S_ge_090_q975,reconstruction_status,population_accounting_max_abs_error,annual_weight_mean_deviation
AC,2025,44,0.9089692568302091,0.9313872218887302,0.9522905573669278,0.8834863248475429,0.9231191645622489,0.9486384327010717,1237.9101208140155,4666.408768599957,11014.492691816704,0.9112152616988982,0.9339640626546637,0.954886516446777,-0.028289924294038312,-0.005325919534026835,0.03375674192145487,0.9054266813706305,0.8497639955861551,0.9393711115386972,0.9150356264856889,0.8759779810466325,0.9454643032971445,0.9322054744753923,0.9037173646736267,0.9556404202923283,0.9539062821503972,0.9283554167549081,0.9714494886728144,0.9631663250738627,0.9389110576762947,0.9812942922064942,0.02420010676462675,0.012359549525225017,0.044619191488638715,0.03976439931857462,0.01100166468123628,0.08012033543531821,0,0,0,0,0,0,0,0,0,0.9182438337365588,0.5225957142200014,0.9999763731921489,ok,7.275957614183426e-11,8.881784197001252e-16
AL,2015,95,0.9903003250257949,0.995843554163763,0.9993030261217755,0.988552132857767,0.9951682669363242,0.999207917558785,2255.3645710612877,13450.002896038619,31387.551199706257,0.9890690775804751,0.9957885988574995,0.9993401569931846,-0.0025673990136857285,1.7864738913370148e-4,0.0036162992521893292,0.9942905988410112,0.9847012403286619,0.9990127808773793,0.9953032388332137,0.9879964448322393,0.9991907148043832,0.9959612949493966,0.9899284387925522,0.9993515615459166,0.997005613052992,0.9927964724133328,0.9995183600821471,0.9977939647189076,0.9941956950903954,0.9995970498472404,0.0013994801389941374,2.555831914595239e-4,0.004016906597274774,0.0016790952234408962,2.7304653543943345e-4,0.005445007622449667,0,0,0,0,0,0,0,0,0,1,1,1,ok,1.1641532182693481e-10,6.661338147750939e-16
AL,2016,9304,0.961194899069656,0.9802939482054414,0.9900229465435912,0.9571359955252035,0.9773039880446825,0.9888267948760251,15467.018556062803,44630.55524535118,115443.57293491557,0.9603029317103018,0.9797433297294615,0.9906504457045358,-0.009990885249618608,8.87362479871312e-4,0.009780260199250965,0.9716603234691052,0.9453976614876024,0.9861769345771986,0.9765712789491883,0.9543586561118542,0.9882889738299898,0.9809758092091415,0.9621992829961141,0.9901557690216656,0.985384290496887,0.9708070980286847,0.9927222429472464,0.9881646896249785,0.9758614589227526,0.9948867474943767,0.007094820063541363,0.0028841025100062034,0.01540613391136196,0.008516811771755728,0.003095858543005106,0.021119553658278615,0,0,0,0,0,0,0,0,0,1,0.9995102104054675,1,ok,1.1641532182693481e-10,6.661338147750939e-16
AL,2017,434,0.9544265736923911,0.9738856809327496,0.9844757521526744,0.9472460502199119,0.9707302436225889,0.9825273518390483,3237.598584964353,17286.17852948739,43890.421336730506,0.9546709985697772,0.9732847868249603,0.9843008290930828,-0.011316028297238757,0.0013244753926031083,0.013468661664223506,0.9639305548758561,0.9327629495198133,0.9784052586721905,0.969677191071284,0.9485193697572252,0.98220625081786594,0.9746977174305322,0.9561990368518059,0.9855746860506982,0.9799565129832708,0.9629403714536718,0.9893928785921235,0.984576708536506,0.9727642166144932,0.9934435412477292,0.009065483389507831,0.004624227361158327,0.017209012610654432,0.010733934659184707,0.004477033115218104,0.022621405568767607,0,0,0,0,0,0,0,0,0,1,0.9946470244897868,1,ok,1.1641532182693481e-10,6.661338147750939e-16
AL,2018,192,0.9520761367858741,0.9683938379523966,0.9819227879929442,0.9443591247241945,0.964870853040453,0.9801730375536597,2928.1214087725148,14672.865538883561,34952.29129073213,0.9508786185524702,0.9680785617079641,0.9802854733836821,-0.012294274470489943,0.0017274733398719433,0.015291579626582622,0.9560636680375921,0.9298506030336708,0.9756284981596877,0.9632262403281332,0.9440446386324304,0.9803590257977008,0.9693968144021945,0.9527015976823985,0.9840343868319258,0.9759808130765204,0.9594901260886161,0.986875148408358,0.9813547491176436,0.970654856920333,0.9921980230205634,0.010601522984081504,0.005390414963303578,0.019581603691304728,0.012856501966102107,0.005692048445013059,0.02626468806891011,0,0,0,0,0,0,0,0,0,1,0.9880266953474798,1,ok,1.7462298274040222e-10,6.661338147750939e-16
AL,2019,1513,0.9445151227741526,0.9616783234585186,0.9789118404236159,0.9392599731087723,0.9569391820113381,0.9756562238095583,6453.119275920144,22520.52346545171,43044.31808865734,0.9420797528158662,0.9603060199245568,0.9760227625557159,-0.015140550322009635,0.0021283273234565803,0.017547123845379993,0.9469127549936253,0.920827979855192,0.968506152869067,0.9550120094317713,0.9355657256991197,0.9735232283093439,0.9625965383928038,0.943620873923527,0.9796797061442631,0.9712178344280432,0.9559378900853674,0.9837244441234938,0.9773458255048872,0.9658124138560032,0.9895562998864961,0.013043001232028704,0.0073216323433541244,0.023190835836913906,0.015337713271710351,0.007370210920288745,0.030967232446422573,0,0,0,0,0,0,0,0,0,1,0.9561513194405605,1,ok,1.7462298274040222e-10,6.661338147750939e-16
AL,2020,146,0.9417065259871209,0.9576693750220653,0.9760462559677879,0.933081657769195,0.9520262129282085,0.9731544507369889,2764.5094710177364,13338.110842779693,35342.103959916465,0.937131691868954,0.9560497554904879,0.9738882825086562,-0.016831067650440998,0.002372655105116306,0.019343708909891795,0.939844908958714,0.9160868640261595,0.9635441432552145,0.9496333744111651,0.9303480106278175,0.9704273198115657,0.9588429704209216,0.9406841891973046,0.9768528856731213,0.968260634709337,0.9531637950561473,0.9807715692453766,0.9750123574999359,0.9613914080251595,0.9886065610805319,0.014586888688299729,0.007600565164554572,0.024893990328584942,0.01667751676653806,0.008337408244691365,0.03551524759207618,0,0,0,0,0,0,0,0,0,0.9992681519677833,0.9407179898902055,1,ok,2.3283064365386963e-10,6.661338147750939e-16
AL,2021,527,0.9348732641772508,0.9522241421675113,0.9712093393889798,0.9247674825838865,0.9447951138559476,0.967723763383944,3674.249255469595,17028.67968874694,40926.6373546517,0.9291053058673506,0.9503612774216205,0.972448170938337,-0.018865660675662775,0.002531009315598909,0.021214662957322356,0.9321707903084392,0.906868178938794,0.9587334887205867,0.9433200159916142,0.9202269205407092,0.9658086622022064,0.9537582491337172,0.935259868418898,0.9732945637400124,0.9642770978452189,0.9501870289725709,0.9783660898783302,0.9725616986137526,0.9568371144378656,0.9868704795367955,0.016038327049909696,0.008536039914964171,0.027652175025608267,0.018031231924969193,0.009567271605257253,0.03902430558157678,0,0,0,0,0,0,0,0,0,0.9971884295056257,0.9050529279803943,1,ok,2.3283064365386963e-10,6.661338147750939e-16
AL,2022,10479,0.9118638347129847,0.935552814502023,0.953866270607356,0.8986552111992268,0.9285281193004218,0.949255005419108,18980.93930779283,49410.93867052079,151125.29002723887,0.9062545841227183,0.9334578535950631,0.9539521654487321,-0.024237401144818867,0.0032680792915183443,0.03230894398953211,0.9113343468880672,0.87220968508385,0.9358290884400593,0.9243503805910509,0.8955035436025875,0.9451316595737693,0.9377602977367787,0.9165623065138238,0.9554291796823549,0.9503757031879836,0.9319062894666819,0.9669863930734564,0.9614931736556087,0.9440748194639621,0.9795113514937206,0.021313159611005657,0.013279900895784093,0.037845823276391063,0.02473129176671862,0.013859733174079156,0.05122499732842541,0,0,0,0,0,0,0,0,2.6567538352601996e-4,0.9445909789973945,0.706726094455155,0.998790571881788,ok,2.3283064365386963e-10,6.661338147750939e-16
AL,2023,876,0.9073531633421278,0.9305487127114809,0.9481525024301951,0.8910056935049455,0.9229797470988566,0.943286127347957,2907.0424380044606,19751.013997021553,45775.32087073431,0.9028258901991568,0.9274060969525888,0.9492361338703474,-0.026805553582243173,0.0035276410009109638,0.0336472269942378,0.903921553483213,0.8655380467620359,0.9282911770248905,0.9177555363599832,0.88808792932561,0.9388820131127193,0.9326647975760216,0.9109395952263942,0.9510177031036855,0.9464875974881553,0.9282772980508107,0.9641073534980199,0.958728651620679,0.9407365531321714,0.9776302246521988,0.022597493736611258,0.014864176264211267,0.041040418059683594,0.027047920198836506,0.015642713677254835,0.053889941099864336,0,0,0,0,0,0,0,0,0.001149493490732846,0.915456006204556,0.6195751423735849,0.993973305878783,ok,2.3283064365386963e-10,6.661338147750939e-16
