state,ensemble_id,foi_pwmean_grid,foi_equiv_grid,foi_pwmean_existing,foi_equiv_existing,pwmean_difference,equivalent_difference,pwmean_abs_difference,equivalent_abs_difference,max_temporal_weight_mean_deviation,aggregation_status
AC,33,0.008626682205288306,0.008620630511887415,0.00862668220528831,0.00862063051188741,-5.204170427930421e-18,5.204170427930421e-18,5.204170427930421e-18,5.204170427930421e-18,8.881784197001252e-16,NA
AC,34,0.010011650721067187,0.009971760126855935,0.01001165072106718,0.00997176012685593,6.938893903907228e-18,5.204170427930421e-18,6.938893903907228e-18,5.204170427930421e-18,8.881784197001252e-16,NA
AC,35,0.0032888398812390687,0.0032879221049046947,0.00328883988123907,0.0032879221049047,-1.3010426069826053e-18,-5.204170427930421e-18,1.3010426069826053e-18,5.204170427930421e-18,8.881784197001252e-16,NA
AC,36,0.007315721926105509,0.007313811974998613,0.00731572192610551,0.00731381197499862,-8.673617379884035e-19,-6.938893903907228e-18,8.673617379884035e-19,6.938893903907228e-18,8.881784197001252e-16,NA
AC,37,0.007451155473374007,0.007447376289005363,0.00745115547337399,0.00744737628900536,1.6479873021779667e-17,3.469446951953614e-18,1.6479873021779667e-17,3.469446951953614e-18,8.881784197001252e-16,NA
AC,38,0.0076514871976741065,0.007646765833335552,0.00765148719767409,0.00764676583333555,1.6479873021779667e-17,2.6020852139652106e-18,1.6479873021779667e-17,2.6020852139652106e-18,8.881784197001252e-16,NA
AC,39,0.008929706211277467,0.008924308283813112,0.00892970621127745,0.0089243082838131,1.734723475976807e-17,1.214306433183765e-17,1.734723475976807e-17,1.214306433183765e-17,8.881784197001252e-16,NA
AC,40,0.00846643127377764,0.008462488728805761,0.00846643127377766,0.00846248872880575,-2.0816681711721685e-17,1.0408340855860843e-17,2.0816681711721685e-17,1.0408340855860843e-17,8.881784197001252e-16,NA
AC,41,0.0057433214241036975,0.00574161676753538,0.00574332142410367,0.00574161676753539,2.7755575615628914e-17,-1.0408340855860843e-17,2.7755575615628914e-17,1.0408340855860843e-17,8.881784197001252e-16,NA
AC,42,0.005345835174352924,0.005342821298458493,0.00534583517435293,0.00534282129845851,-6.071532165918825e-18,-1.6479873021779667e-17,6.071532165918825e-18,1.6479873021779667e-17,8.881784197001252e-16,NA
AC,43,0.00671270186557222,0.006706767962618636,0.00671270186557222,0.00670676796261864,0,-4.336808689942018e-18,0,4.336808689942018e-18,8.881784197001252e-16,NA
