state,year,within_state_S_q10,within_state_S_q10_q025,within_state_S_q10_q975,within_state_S_q25,within_state_S_q25_q025,within_state_S_q25_q975,within_state_S_q50,within_state_S_q50_q025,within_state_S_q50_q975,within_state_S_q75,within_state_S_q75_q025,within_state_S_q75_q975,within_state_S_q90,within_state_S_q90_q025,within_state_S_q90_q975,within_state_S_weighted_sd,within_state_S_weighted_sd_q025,within_state_S_weighted_sd_q975,within_state_S_weighted_iqr,within_state_S_weighted_iqr_q025,within_state_S_weighted_iqr_q975,prop_population_S_lt_025,prop_population_S_lt_025_q025,prop_population_S_lt_025_q975,prop_population_S_lt_050,prop_population_S_lt_050_q025,prop_population_S_lt_050_q975,prop_population_S_lt_075,prop_population_S_lt_075_q025,prop_population_S_lt_075_q975,prop_population_S_ge_090,prop_population_S_ge_090_q025,prop_population_S_ge_090_q975
AC,2025,0.9054266813706305,0.8497639955861551,0.9393711115386972,0.9150356264856889,0.8759779810466325,0.9454643032971445,0.9322054744753923,0.9037173646736267,0.9556404202923283,0.9539062821503972,0.9283554167549081,0.9714494886728144,0.9631663250738627,0.9389110576762947,0.9812942922064942,0.02420010676462675,0.012359549525225017,0.044619191488638715,0.03976439931857462,0.01100166468123628,0.08012033543531821,0,0,0,0,0,0,0,0,0,0.9182438337365588,0.5225957142200014,0.9999763731921489
AL,2015,0.9942905988410112,0.9847012403286619,0.9990127808773793,0.9953032388332137,0.9879964448322393,0.9991907148043832,0.9959612949493966,0.9899284387925522,0.9993515615459166,0.997005613052992,0.9927964724133328,0.9995183600821471,0.9977939647189076,0.9941956950903954,0.9995970498472404,0.0013994801389941374,2.555831914595239e-4,0.004016906597274774,0.0016790952234408962,2.7304653543943345e-4,0.005445007622449667,0,0,0,0,0,0,0,0,0,1,1,1
AL,2016,0.9716603234691052,0.9453976614876024,0.9861769345771986,0.9765712789491883,0.9543586561118542,0.9882889738299898,0.9809758092091415,0.9621992829961141,0.9901557690216656,0.985384290496887,0.9708070980286847,0.9927222429472464,0.9881646896249785,0.9758614589227526,0.9948867474943767,0.007094820063541363,0.0028841025100062034,0.01540613391136196,0.008516811771755728,0.003095858543005106,0.021119553658278615,0,0,0,0,0,0,0,0,0,1,0.9995102104054675,1
AL,2017,0.9639305548758561,0.9327629495198133,0.9784052586721905,0.969677191071284,0.9485193697572252,0.98220625081786594,0.9746977174305322,0.9561990368518059,0.9855746860506982,0.9799565129832708,0.9629403714536718,0.9893928785921235,0.984576708536506,0.9727642166144932,0.9934435412477292,0.009065483389507831,0.004624227361158327,0.017209012610654432,0.010733934659184707,0.004477033115218104,0.022621405568767607,0,0,0,0,0,0,0,0,0,1,0.9946470244897868,1
AL,2018,0.9560636680375921,0.9298506030336708,0.9756284981596877,0.9632262403281332,0.9440446386324304,0.9803590257977008,0.9693968144021945,0.9527015976823985,0.9840343868319258,0.9759808130765204,0.9594901260886161,0.986875148408358,0.9813547491176436,0.970654856920333,0.9921980230205634,0.010601522984081504,0.005390414963303578,0.019581603691304728,0.012856501966102107,0.005692048445013059,0.02626468806891011,0,0,0,0,0,0,0,0,0,1,0.9880266953474798,1
AL,2019,0.9469127549936253,0.920827979855192,0.968506152869067,0.9550120094317713,0.9355657256991197,0.9735232283093439,0.9625965383928038,0.943620873923527,0.9796797061442631,0.9712178344280432,0.9559378900853674,0.9837244441234938,0.9773458255048872,0.9658124138560032,0.9895562998864961,0.013043001232028704,0.0073216323433541244,0.023190835836913906,0.015337713271710351,0.007370210920288745,0.030967232446422573,0,0,0,0,0,0,0,0,0,1,0.9561513194405605,1
AL,2020,0.939844908958714,0.9160868640261595,0.9635441432552145,0.9496333744111651,0.9303480106278175,0.9704273198115657,0.9588429704209216,0.9406841891973046,0.9768528856731213,0.968260634709337,0.9531637950561473,0.9807715692453766,0.9750123574999359,0.9613914080251595,0.9886065610805319,0.014586888688299729,0.007600565164554572,0.024893990328584942,0.01667751676653806,0.008337408244691365,0.03551524759207618,0,0,0,0,0,0,0,0,0,0.9992681519677833,0.9407179898902055,1
AL,2021,0.9321707903084392,0.906868178938794,0.9587334887205867,0.9433200159916142,0.9202269205407092,0.9658086622022064,0.9537582491337172,0.935259868418898,0.9732945637400124,0.9642770978452189,0.9501870289725709,0.9783660898783302,0.9725616986137526,0.9568371144378656,0.9868704795367955,0.016038327049909696,0.008536039914964171,0.027652175025608267,0.018031231924969193,0.009567271605257253,0.03902430558157678,0,0,0,0,0,0,0,0,0,0.9971884295056257,0.9050529279803943,1
AL,2022,0.9113343468880672,0.87220968508385,0.9358290884400593,0.9243503805910509,0.8955035436025875,0.9451316595737693,0.9377602977367787,0.9165623065138238,0.9554291796823549,0.9503757031879836,0.9319062894666819,0.9669863930734564,0.9614931736556087,0.9440748194639621,0.9795113514937206,0.021313159611005657,0.013279900895784093,0.037845823276391063,0.02473129176671862,0.013859733174079156,0.05122499732842541,0,0,0,0,0,0,0,0,2.6567538352601996e-4,0.9445909789973945,0.706726094455155,0.998790571881788
AL,2023,0.903921553483213,0.8655380467620359,0.9282911770248905,0.9177555363599832,0.88808792932561,0.9388820131127193,0.9326647975760216,0.9109395952263942,0.9510177031036855,0.9464875974881553,0.9282772980508107,0.9641073534980199,0.958728651620679,0.9407365531321714,0.9776302246521988,0.022597493736611258,0.014864176264211267,0.041040418059683594,0.027047920198836506,0.015642713677254835,0.053889941099864336,0,0,0,0,0,0,0,0,0.001149493490732846,0.915456006204556,0.6195751423735849,0.993973305878783
AL,2024,0.8960503478207884,0.8595051732445449,0.9213923040760609,0.912826067509777,0.8797757546368461,0.9336418143375447,0.9275471029284734,0.906402741792876,0.9479674523548662,0.9433208851276149,0.9255066708091171,0.9604726959827774,0.9563337262295409,0.9371419673587427,0.9755535928260765,0.023811653606998044,0.01619161309745567,0.04209155536442297,0.028456284760803696,0.01662769248959174,0.05679316812568219,0,0,0,0,0,0,0,0,0.0017402113161815243,0.8793930522567374,0.57680189857259,0.9917303124133456
AL,2025,0.8857709176038921,0.8397847680608552,0.9145576848422126,0.902937945668338,0.8712726669856329,0.9277019330756802,0.9186990290545233,0.8989494031851002,0.9419606103298261,0.936221490363311,0.9162701172156892,0.9539656819429068,0.950464920253391,0.9312370904757872,0.9721686446681276,0.025906753452992988,0.017426567105588694,0.04625428280281112,0.031181700916163402,0.01825972882068299,0.06434025719402729,0,0,0,0,0,0,0,0,0.0023771495296969532,0.7893850738877795,0.4861268388290287,0.9805200467355701
AM,2015,0.9934307243832294,0.9813633862689033,0.9994512247487879,0.9940771247062145,0.9849520724882088,0.9995865593142743,0.9956191155727847,0.9867334248847384,0.9996434672793555,0.9963837872068663,0.9897393965516932,0.9996816118990445,0.9970067220916834,0.9916823227860389,0.9997458655706013,0.0013205598015271114,1.1521538415252633e-4,0.004636008095772116,0.0014027035984842118,8.272234070822449e-5,0.00660802241135884,0,0,0,0,0,0,0,0,0,1,1,1
AM,2016,0.9762657222144078,0.9499499185181786,0.9896031239611331,0.9796890927845714,0.9601597821942406,0.9909797509847,0.9829932309825394,0.9695498679430041,0.9929249782199718,0.9852109552613318,0.9736804776385461,0.9942402679167699,0.9888364133839764,0.9802113387793735,0.9955233620534576,0.005181805356416534,0.002043452157168961,0.013486634570978213,0.005678725089115211,0.0018368038752602095,0.016351623608665756,0,0,0,0,0,0,0,0,0,1,0.999689583731243,1
AM,2017,0.9620685384845018,0.9303747225791581,0.9835557299786515,0.9676208244587234,0.9441495921617713,0.9864271734969413,0.9726525054111953,0.950356442070373,0.9886260341198401,0.9776107141353585,0.9633233921900048,0.9903192199179558,0.9819099913111724,0.9691424504063801,0.9922205496193576,0.00843548202688552,0.003794333745843999,0.017618509707736582,0.008830035196319586,0.0032720526420366297,0.023047915428753202,0,0,0,0,0,0,0,0,0,1,0.9968763521675162,1
AM,2018,0.9528141947624683,0.9186868916201614,0.9791287210273876,0.9601379299873927,0.9339895268095659,0.9825098381729449,0.9684785097237052,0.9441580391292927,0.9854302490566078,0.9730238192107179,0.9564963079665736,0.9877873355036042,0.9779282753627294,0.9645220850993115,0.9901919161895347,0.010294094024206212,0.005264081649624002,0.02013158173956529,0.010891952903484992,0.0043363747110196915,0.02692842215350679,0,0,0,0,0,0,0,0,0,0.9998522688294431,0.9852173631137741,1
AM,2019,0.9421927307107206,0.9047351475703698,0.968918883022486,0.9518372826807612,0.9216392700725866,0.973769264440663,0.9612129729610954,0.9297678363817359,0.9814952914318886,0.9661397225965762,0.9449202154650026,0.9841709154635006,0.9731392696957488,0.9575053336926387,0.9880948086212569,0.012493119617441486,0.00691099265968835,0.02383089819635064,0.013018713537103876,0.005039493524193375,0.031948869839286555,0,0,0,0,0,0,0,0,1.426439992069023e-6,0.9988015332029017,0.8924884197018168,1
AM,2020,0.9346151459403458,0.8974644903927097,0.9651705643152364,0.9429564037098946,0.9127717369903526,0.9697185818702194,0.9548145360376528,0.922061428197444,0.9768064284947531,0.9600644057256658,0.9357025315207154,0.9804131944405847,0.9682136974107403,0.9511012775756174,0.9859952056089853,0.014079124407403288,0.00807287198346923,0.026814043105185485,0.015004706786801159,0.005570143524834464,0.0361583884780606,0,0,0,0,0,0,0,0,1.9823173456637704e-5,0.9966671925993451,0.8515291108523871,1
AM,2021,0.9186411444415561,0.874901681015901,0.9489391568271364,0.9321636515672669,0.8986693467868374,0.9549242475208948,0.945028147245432,0.9121982095392643,0.965097482297744,0.9533798239609201,0.9267706255836139,0.9709599285801405,0.9621045072328664,0.9439493244568572,0.9792694001028577,0.01742267848820716,0.010953331338500464,0.030872903929162983,0.018280311735811516,0.007952281529667465,0.040836016953842445,0,0,0,0,0,0,0,0,2.7052579139916075e-4,0.9789301720075869,0.7319172670320456,0.9997388271597436
AM,2022,0.9062558781261685,0.8548917102350628,0.9274161921264044,0.921829874233641,0.8796590959950827,0.938826875874424,0.9336691864044204,0.89875647644019,0.9556254343751219,0.9447085990137034,0.9119322242954997,0.9631564377728605,0.9551523184265078,0.9285725306375965,0.9716506892280607,0.02085522697595099,0.013622405329363199,0.03566220503957426,0.022428012841507694,0.010716949074947232,0.04764685217296633,0,0,0,0,0,0,0,0,0.0010766130488914201,0.9314517881850242,0.4698496254416252,0.9955619571114191
AM,2023,0.8861894299060569,0.8300761314714953,0.9149515323431835,0.902653167000752,0.861551819682015,0.9289334034315007,0.9185213115979145,0.8802830678564616,0.9433965050303541,0.9287578857563853,0.8984873326478424,0.9559082172274183,0.9445342602703516,0.9189118392219628,0.9638837135544179,0.02522773197422923,0.015318938083797758,0.039146519891667814,0.027005833167578874,0.012175966479785996,0.05379340928290961,0,0,0,0,0,0,2.934848236610318e-5,0,0.0041048078509399386,0.782425679604982,0.23827791842870047,0.9695296993104037
AM,2024,0.8758568678094358,0.8177552440988716,0.9021685520603806,0.8953119756875738,0.8560389679582148,0.9202668711079782,0.9104858133735911,0.872872411340345,0.9390769400192982,0.9244190973900244,0.8929788043083663,0.9512037701532143,0.9387374845768456,0.9161263805386081,0.9584636209981283,0.02710685038997184,0.017352370770904305,0.043704120039105905,0.0291104802387242,0.013011328636786737,0.06138905029664838,0,0,0,0,0,0,1.776602045577934e-4,0,0.005105805470175069,0.6856340842997144,0.19486133919221857,0.9230134577451552
