uf,ensemble_id,population_valid_member
RO,1,1847002.224805989
AC,1,1043746.7574866614
AM,1,4421603.470109693
RR,1,642204.9111020697
PA,1,9101773.136145487
AP,1,809802.386247158
TO,1,1694476.827267029
MA,1,6976988.781082074
PI,1,3445902.713711337
CE,1,9231781.187078971
RN,1,3507821.7576041836
PB,1,3955894.870931454
PE,1,8629317.96753044
AL,1,3240735.70037111
SE,1,2355418.1888673343
BA,1,11954097.590811327
MG,1,21621219.42816297
ES,1,3526464.369977629
RJ,1,14734392.121075094
SP,1,44800008.41187476
PR,1,11565177.68314045
SC,1,6731200.931452617
RS,1,11148654.159974465
MS,1,3016644.6672508125
MT,1,3856895.956432085
GO,1,7355714.437435157
DF,1,3202296.1569077363
RO,2,1847002.224805989
AC,2,1043746.7574866614
AM,2,4421603.470109693
RR,2,642204.9111020697
PA,2,9101773.136145487
AP,2,809802.386247158
TO,2,1694476.827267029
MA,2,6976988.781082074
PI,2,3445902.713711337
CE,2,9231781.187078971
RN,2,3507821.7576041836
PB,2,3955894.870931454
PE,2,8629317.96753044
AL,2,3240735.70037111
SE,2,2355418.1888673343
BA,2,11954097.590811327
MG,2,21621219.42816297
ES,2,3526464.369977629
RJ,2,14734392.121075094
SP,2,44800008.41187476
PR,2,11565177.68314045
SC,2,6731200.931452617
RS,2,11148654.159974465
MS,2,3016644.6672508125
MT,2,3856895.956432085
GO,2,7355714.437435157
DF,2,3202296.1569077363
RO,3,1847002.224805989
AC,3,1043746.7574866614
AM,3,4421603.470109693
RR,3,642204.9111020697
PA,3,9101773.136145487
AP,3,809802.386247158
TO,3,1694476.827267029
MA,3,6976988.781082074
PI,3,3445902.713711337
CE,3,9231781.187078971
RN,3,3507821.7576041836
PB,3,3955894.870931454
PE,3,8629317.96753044
AL,3,3240735.70037111
SE,3,2355418.1888673343
BA,3,11954097.590811327
MG,3,21621219.42816297
ES,3,3526464.369977629
RJ,3,14734392.121075094
SP,3,44800008.41187476
PR,3,11565177.68314045
SC,3,6731200.931452617
RS,3,11148654.159974465
MS,3,3016644.6672508125
MT,3,3856895.956432085
GO,3,7355714.437435157
DF,3,3202296.1569077363
RO,4,1847002.224805989
AC,4,1043746.7574866614
AM,4,4421603.470109693
RR,4,642204.9111020697
PA,4,9101773.136145487
AP,4,809802.386247158
TO,4,1694476.827267029
MA,4,6976988.781082074
PI,4,3445902.713711337
CE,4,9231781.187078971
RN,4,3507821.7576041836
PB,4,3955894.870931454
PE,4,8629317.96753044
AL,4,3240735.70037111
SE,4,2355418.1888673343
BA,4,11954097.590811327
MG,4,21621219.42816297
ES,4,3526464.369977629
RJ,4,14734392.121075094
SP,4,44800008.41187476
PR,4,11565177.68314045
SC,4,6731200.931452617
RS,4,11148654.159974465
MS,4,3016644.6672508125
MT,4,3856895.956432085
GO,4,7355714.437435157
DF,4,3202296.1569077363
RO,5,1847002.224805989
AC,5,1043746.7574866614
AM,5,4421603.470109693
RR,5,642204.9111020697
PA,5,9101773.136145487
AP,5,809802.386247158
TO,5,1694476.827267029
MA,5,6976988.781082074
PI,5,3445902.713711337
CE,5,9231781.187078971
RN,5,3507821.7576041836
PB,5,3955894.870931454
PE,5,8629317.96753044
AL,5,3240735.70037111
SE,5,2355418.1888673343
BA,5,11954097.590811327
MG,5,21621219.42816297
ES,5,3526464.369977629
RJ,5,14734392.121075094
SP,5,44800008.41187476
PR,5,11565177.68314045
SC,5,6731200.931452617
RS,5,11148654.159974465
MS,5,3016644.6672508125
MT,5,3856895.956432085
GO,5,7355714.437435157
DF,5,3202296.1569077363
RO,6,1847002.224805989
AC,6,1043746.7574866614
AM,6,4421603.470109693
RR,6,642204.9111020697
PA,6,9101773.136145487
AP,6,809802.386247158
TO,6,1694476.827267029
MA,6,6976988.781082074
PI,6,3445902.713711337
CE,6,9231781.187078971
RN,6,3507821.7576041836
PB,6,3955894.870931454
PE,6,8629317.96753044
AL,6,3240735.70037111
SE,6,2355418.1888673343
BA,6,11954097.590811327
MG,6,21621219.42816297
ES,6,3526464.369977629
RJ,6,14734392.121075094
SP,6,44800008.41187476
PR,6,11565177.68314045
SC,6,6731200.931452617
RS,6,11148654.159974465
MS,6,3016644.6672508125
MT,6,3856895.956432085
GO,6,7355714.437435157
DF,6,3202296.1569077363
RO,7,1847002.224805989
AC,7,1043746.7574866614
AM,7,4421603.470109693
RR,7,642204.9111020697
PA,7,9101773.136145487
AP,7,809802.386247158
TO,7,1694476.827267029
MA,7,6976988.781082074
PI,7,3445902.713711337
CE,7,9231781.187078971
RN,7,3507821.7576041836
PB,7,3955894.870931454
PE,7,8629317.96753044
AL,7,3240735.70037111
SE,7,2355418.1888673343
BA,7,11954097.590811327
MG,7,21621219.42816297
ES,7,3526464.369977629
RJ,7,14734392.121075094
SP,7,44800008.41187476
PR,7,11565177.68314045
SC,7,6731200.931452617
RS,7,11148654.159974465
MS,7,3016644.6672508125
MT,7,3856895.956432085
GO,7,7355714.437435157
DF,7,3202296.1569077363
RO,8,1847002.224805989
AC,8,1043746.7574866614
AM,8,4421603.470109693
RR,8,642204.9111020697
PA,8,9101773.136145487
AP,8,809802.386247158
TO,8,1694476.827267029
MA,8,6976988.781082074
PI,8,3445902.713711337
CE,8,9231781.187078971
RN,8,3507821.7576041836
PB,8,3955894.870931454
PE,8,8629317.96753044
AL,8,3240735.70037111
SE,8,2355418.1888673343
BA,8,11954097.590811327
MG,8,21621219.42816297
ES,8,3526464.369977629
RJ,8,14734392.121075094
SP,8,44800008.41187476
PR,8,11565177.68314045
SC,8,6731200.931452617
RS,8,11148654.159974465
MS,8,3016644.6672508125
MT,8,3856895.956432085
GO,8,7355714.437435157
DF,8,3202296.1569077363
RO,9,1847002.224805989
AC,9,1043746.7574866614
AM,9,4421603.470109693
RR,9,642204.9111020697
PA,9,9101773.136145487
AP,9,809802.386247158
TO,9,1694476.827267029
MA,9,6976988.781082074
PI,9,3445902.713711337
CE,9,9231781.187078971
RN,9,3507821.7576041836
PB,9,3955894.870931454
PE,9,8629317.96753044
AL,9,3240735.70037111
SE,9,2355418.1888673343
BA,9,11954097.590811327
MG,9,21621219.42816297
ES,9,3526464.369977629
RJ,9,14734392.121075094
SP,9,44800008.41187476
PR,9,11565177.68314045
SC,9,6731200.931452617
RS,9,11148654.159974465
MS,9,3016644.6672508125
MT,9,3856895.956432085
GO,9,7355714.437435157
DF,9,3202296.1569077363
RO,10,1847002.224805989
AC,10,1043746.7574866614
AM,10,4421603.470109693
RR,10,642204.9111020697
PA,10,9101773.136145487
AP,10,809802.386247158
TO,10,1694476.827267029
MA,10,6976988.781082074
PI,10,3445902.713711337
CE,10,9231781.187078971
RN,10,3507821.7576041836
PB,10,3955894.870931454
PE,10,8629317.96753044
AL,10,3240735.70037111
SE,10,2355418.1888673343
BA,10,11954097.590811327
MG,10,21621219.42816297
ES,10,3526464.369977629
RJ,10,14734392.121075094
SP,10,44800008.41187476
PR,10,11565177.68314045
SC,10,6731200.931452617
RS,10,11148654.159974465
MS,10,3016644.6672508125
MT,10,3856895.956432085
GO,10,7355714.437435157
DF,10,3202296.1569077363
RO,11,1847002.224805989
AC,11,1043746.7574866614
AM,11,4421603.470109693
RR,11,642204.9111020697
PA,11,9101773.136145487
AP,11,809802.386247158
TO,11,1694476.827267029
MA,11,6976988.781082074
PI,11,3445902.713711337
CE,11,9231781.187078971
RN,11,3507821.7576041836
PB,11,3955894.870931454
PE,11,8629317.96753044
AL,11,3240735.70037111
SE,11,2355418.1888673343
BA,11,11954097.590811327
MG,11,21621219.42816297
ES,11,3526464.369977629
RJ,11,14734392.121075094
SP,11,44800008.41187476
PR,11,11565177.68314045
SC,11,6731200.931452617
RS,11,11148654.159974465
MS,11,3016644.6672508125
MT,11,3856895.956432085
GO,11,7355714.437435157
DF,11,3202296.1569077363
RO,12,1847002.224805989
AC,12,1043746.7574866614
AM,12,4421603.470109693
RR,12,642204.9111020697
PA,12,9101773.136145487
AP,12,809802.386247158
TO,12,1694476.827267029
MA,12,6976988.781082074
PI,12,3445902.713711337
CE,12,9231781.187078971
RN,12,3507821.7576041836
PB,12,3955894.870931454
PE,12,8629317.96753044
AL,12,3240735.70037111
SE,12,2355418.1888673343
BA,12,11954097.590811327
MG,12,21621219.42816297
ES,12,3526464.369977629
RJ,12,14734392.121075094
SP,12,44800008.41187476
PR,12,11565177.68314045
SC,12,6731200.931452617
RS,12,11148654.159974465
MS,12,3016644.6672508125
MT,12,3856895.956432085
GO,12,7355714.437435157
DF,12,3202296.1569077363
RO,13,1847002.224805989
AC,13,1043746.7574866614
AM,13,4421603.470109693
RR,13,642204.9111020697
PA,13,9101773.136145487
AP,13,809802.386247158
TO,13,1694476.827267029
MA,13,6976988.781082074
PI,13,3445902.713711337
CE,13,9231781.187078971
RN,13,3507821.7576041836
PB,13,3955894.870931454
PE,13,8629317.96753044
AL,13,3240735.70037111
SE,13,2355418.1888673343
BA,13,11954097.590811327
MG,13,21621219.42816297
ES,13,3526464.369977629
RJ,13,14734392.121075094
SP,13,44800008.41187476
PR,13,11565177.68314045
SC,13,6731200.931452617
RS,13,11148654.159974465
MS,13,3016644.6672508125
MT,13,3856895.956432085
GO,13,7355714.437435157
DF,13,3202296.1569077363
RO,14,1847002.224805989
AC,14,1043746.7574866614
AM,14,4421603.470109693
RR,14,642204.9111020697
PA,14,9101773.136145487
AP,14,809802.386247158
TO,14,1694476.827267029
MA,14,6976988.781082074
PI,14,3445902.713711337
CE,14,9231781.187078971
RN,14,3507821.7576041836
PB,14,3955894.870931454
PE,14,8629317.96753044
AL,14,3240735.70037111
SE,14,2355418.1888673343
BA,14,11954097.590811327
MG,14,21621219.42816297
ES,14,3526464.369977629
RJ,14,14734392.121075094
SP,14,44800008.41187476
PR,14,11565177.68314045
SC,14,6731200.931452617
RS,14,11148654.159974465
MS,14,3016644.6672508125
MT,14,3856895.956432085
GO,14,7355714.437435157
DF,14,3202296.1569077363
RO,15,1847002.224805989
AC,15,1043746.7574866614
AM,15,4421603.470109693
RR,15,642204.9111020697
PA,15,9101773.136145487
AP,15,809802.386247158
TO,15,1694476.827267029
MA,15,6976988.781082074
PI,15,3445902.713711337
CE,15,9231781.187078971
RN,15,3507821.7576041836
PB,15,3955894.870931454
PE,15,8629317.96753044
AL,15,3240735.70037111
SE,15,2355418.1888673343
BA,15,11954097.590811327
MG,15,21621219.42816297
ES,15,3526464.369977629
RJ,15,14734392.121075094
SP,15,44800008.41187476
PR,15,11565177.68314045
SC,15,6731200.931452617
RS,15,11148654.159974465
MS,15,3016644.6672508125
MT,15,3856895.956432085
GO,15,7355714.437435157
DF,15,3202296.1569077363
RO,16,1847002.224805989
AC,16,1043746.7574866614
AM,16,4421603.470109693
RR,16,642204.9111020697
PA,16,9101773.136145487
AP,16,809802.386247158
TO,16,1694476.827267029
MA,16,6976988.781082074
PI,16,3445902.713711337
CE,16,9231781.187078971
RN,16,3507821.7576041836
PB,16,3955894.870931454
PE,16,8629317.96753044
AL,16,3240735.70037111
SE,16,2355418.1888673343
BA,16,11954097.590811327
MG,16,21621219.42816297
ES,16,3526464.369977629
RJ,16,14734392.121075094
SP,16,44800008.41187476
PR,16,11565177.68314045
SC,16,6731200.931452617
RS,16,11148654.159974465
MS,16,3016644.6672508125
MT,16,3856895.956432085
GO,16,7355714.437435157
DF,16,3202296.1569077363
RO,17,1847002.224805989
AC,17,1043746.7574866614
AM,17,4421603.470109693
RR,17,642204.9111020697
PA,17,9101773.136145487
AP,17,809802.386247158
TO,17,1694476.827267029
MA,17,6976988.781082074
PI,17,3445902.713711337
CE,17,9231781.187078971
RN,17,3507821.7576041836
PB,17,3955894.870931454
PE,17,8629317.96753044
AL,17,3240735.70037111
SE,17,2355418.1888673343
BA,17,11954097.590811327
MG,17,21621219.42816297
ES,17,3526464.369977629
RJ,17,14734392.121075094
SP,17,44800008.41187476
PR,17,11565177.68314045
SC,17,6731200.931452617
RS,17,11148654.159974465
MS,17,3016644.6672508125
MT,17,3856895.956432085
GO,17,7355714.437435157
DF,17,3202296.1569077363
RO,18,1847002.224805989
AC,18,1043746.7574866614
AM,18,4421603.470109693
RR,18,642204.9111020697
PA,18,9101773.136145487
AP,18,809802.386247158
TO,18,1694476.827267029
MA,18,6976988.781082074
PI,18,3445902.713711337
CE,18,9231781.187078971
RN,18,3507821.7576041836
PB,18,3955894.870931454
PE,18,8629317.96753044
AL,18,3240735.70037111
SE,18,2355418.1888673343
BA,18,11954097.590811327
MG,18,21621219.42816297
ES,18,3526464.369977629
RJ,18,14734392.121075094
SP,18,44800008.41187476
PR,18,11565177.68314045
SC,18,6731200.931452617
RS,18,11148654.159974465
MS,18,3016644.6672508125
MT,18,3856895.956432085
GO,18,7355714.437435157
DF,18,3202296.1569077363
RO,19,1847002.224805989
AC,19,1043746.7574866614
AM,19,4421603.470109693
RR,19,642204.9111020697
PA,19,9101773.136145487
AP,19,809802.386247158
TO,19,1694476.827267029
MA,19,6976988.781082074
PI,19,3445902.713711337
CE,19,9231781.187078971
RN,19,3507821.7576041836
PB,19,3955894.870931454
PE,19,8629317.96753044
AL,19,3240735.70037111
SE,19,2355418.1888673343
BA,19,11954097.590811327
MG,19,21621219.42816297
ES,19,3526464.369977629
RJ,19,14734392.121075094
SP,19,44800008.41187476
PR,19,11565177.68314045
SC,19,6731200.931452617
RS,19,11148654.159974465
MS,19,3016644.6672508125
MT,19,3856895.956432085
GO,19,7355714.437435157
DF,19,3202296.1569077363
RO,20,1847002.224805989
AC,20,1043746.7574866614
AM,20,4421603.470109693
RR,20,642204.9111020697
PA,20,9101773.136145487
AP,20,809802.386247158
TO,20,1694476.827267029
MA,20,6976988.781082074
PI,20,3445902.713711337
CE,20,9231781.187078971
RN,20,3507821.7576041836
PB,20,3955894.870931454
PE,20,8629317.96753044
AL,20,3240735.70037111
SE,20,2355418.1888673343
BA,20,11954097.590811327
MG,20,21621219.42816297
ES,20,3526464.369977629
RJ,20,14734392.121075094
SP,20,44800008.41187476
PR,20,11565177.68314045
SC,20,6731200.931452617
RS,20,11148654.159974465
MS,20,3016644.6672508125
MT,20,3856895.956432085
GO,20,7355714.437435157
DF,20,3202296.1569077363
RO,21,1847002.224805989
AC,21,1043746.7574866614
AM,21,4421603.470109693
RR,21,642204.9111020697
PA,21,9101773.136145487
AP,21,809802.386247158
TO,21,1694476.827267029
MA,21,6976988.781082074
PI,21,3445902.713711337
CE,21,9231781.187078971
RN,21,3507821.7576041836
PB,21,3955894.870931454
PE,21,8629317.96753044
AL,21,3240735.70037111
SE,21,2355418.1888673343
BA,21,11954097.590811327
MG,21,21621219.42816297
ES,21,3526464.369977629
RJ,21,14734392.121075094
SP,21,44800008.41187476
PR,21,11565177.68314045
SC,21,6731200.931452617
RS,21,11148654.159974465
MS,21,3016644.6672508125
MT,21,3856895.956432085
GO,21,7355714.437435157
DF,21,3202296.1569077363
RO,22,1847002.224805989
AC,22,1043746.7574866614
AM,22,4421603.470109693
RR,22,642204.9111020697
PA,22,9101773.136145487
AP,22,809802.386247158
TO,22,1694476.827267029
MA,22,6976988.781082074
PI,22,3445902.713711337
CE,22,9231781.187078971
RN,22,3507821.7576041836
PB,22,3955894.870931454
PE,22,8629317.96753044
AL,22,3240735.70037111
SE,22,2355418.1888673343
BA,22,11954097.590811327
MG,22,21621219.42816297
ES,22,3526464.369977629
RJ,22,14734392.121075094
SP,22,44800008.41187476
PR,22,11565177.68314045
SC,22,6731200.931452617
RS,22,11148654.159974465
MS,22,3016644.6672508125
MT,22,3856895.956432085
GO,22,7355714.437435157
DF,22,3202296.1569077363
RO,23,1847002.224805989
AC,23,1043746.7574866614
AM,23,4421603.470109693
RR,23,642204.9111020697
PA,23,9101773.136145487
AP,23,809802.386247158
TO,23,1694476.827267029
MA,23,6976988.781082074
PI,23,3445902.713711337
CE,23,9231781.187078971
RN,23,3507821.7576041836
PB,23,3955894.870931454
PE,23,8629317.96753044
AL,23,3240735.70037111
SE,23,2355418.1888673343
BA,23,11954097.590811327
MG,23,21621219.42816297
ES,23,3526464.369977629
RJ,23,14734392.121075094
SP,23,44800008.41187476
PR,23,11565177.68314045
SC,23,6731200.931452617
RS,23,11148654.159974465
MS,23,3016644.6672508125
MT,23,3856895.956432085
GO,23,7355714.437435157
DF,23,3202296.1569077363
RO,24,1847002.224805989
AC,24,1043746.7574866614
AM,24,4421603.470109693
RR,24,642204.9111020697
PA,24,9101773.136145487
AP,24,809802.386247158
TO,24,1694476.827267029
MA,24,6976988.781082074
PI,24,3445902.713711337
CE,24,9231781.187078971
RN,24,3507821.7576041836
PB,24,3955894.870931454
PE,24,8629317.96753044
AL,24,3240735.70037111
SE,24,2355418.1888673343
BA,24,11954097.590811327
MG,24,21621219.42816297
ES,24,3526464.369977629
RJ,24,14734392.121075094
SP,24,44800008.41187476
PR,24,11565177.68314045
SC,24,6731200.931452617
RS,24,11148654.159974465
MS,24,3016644.6672508125
MT,24,3856895.956432085
GO,24,7355714.437435157
DF,24,3202296.1569077363
RO,25,1847002.224805989
AC,25,1043746.7574866614
AM,25,4421603.470109693
RR,25,642204.9111020697
PA,25,9101773.136145487
AP,25,809802.386247158
TO,25,1694476.827267029
MA,25,6976988.781082074
PI,25,3445902.713711337
CE,25,9231781.187078971
RN,25,3507821.7576041836
PB,25,3955894.870931454
PE,25,8629317.96753044
AL,25,3240735.70037111
SE,25,2355418.1888673343
BA,25,11954097.590811327
MG,25,21621219.42816297
ES,25,3526464.369977629
RJ,25,14734392.121075094
SP,25,44800008.41187476
PR,25,11565177.68314045
SC,25,6731200.931452617
RS,25,11148654.159974465
MS,25,3016644.6672508125
MT,25,3856895.956432085
GO,25,7355714.437435157
DF,25,3202296.1569077363
RO,26,1847002.224805989
AC,26,1043746.7574866614
AM,26,4421603.470109693
RR,26,642204.9111020697
PA,26,9101773.136145487
AP,26,809802.386247158
TO,26,1694476.827267029
MA,26,6976988.781082074
PI,26,3445902.713711337
CE,26,9231781.187078971
RN,26,3507821.7576041836
PB,26,3955894.870931454
PE,26,8629317.96753044
AL,26,3240735.70037111
SE,26,2355418.1888673343
BA,26,11954097.590811327
MG,26,21621219.42816297
ES,26,3526464.369977629
RJ,26,14734392.121075094
SP,26,44800008.41187476
PR,26,11565177.68314045
SC,26,6731200.931452617
RS,26,11148654.159974465
MS,26,3016644.6672508125
MT,26,3856895.956432085
GO,26,7355714.437435157
DF,26,3202296.1569077363
RO,27,1847002.224805989
AC,27,1043746.7574866614
AM,27,4421603.470109693
RR,27,642204.9111020697
PA,27,9101773.136145487
AP,27,809802.386247158
TO,27,1694476.827267029
MA,27,6976988.781082074
PI,27,3445902.713711337
CE,27,9231781.187078971
RN,27,3507821.7576041836
PB,27,3955894.870931454
PE,27,8629317.96753044
AL,27,3240735.70037111
SE,27,2355418.1888673343
BA,27,11954097.590811327
MG,27,21621219.42816297
ES,27,3526464.369977629
RJ,27,14734392.121075094
SP,27,44800008.41187476
PR,27,11565177.68314045
SC,27,6731200.931452617
RS,27,11148654.159974465
MS,27,3016644.6672508125
MT,27,3856895.956432085
GO,27,7355714.437435157
DF,27,3202296.1569077363
RO,28,1847002.224805989
AC,28,1043746.7574866614
AM,28,4421603.470109693
RR,28,642204.9111020697
PA,28,9101773.136145487
AP,28,809802.386247158
TO,28,1694476.827267029
MA,28,6976988.781082074
PI,28,3445902.713711337
CE,28,9231781.187078971
RN,28,3507821.7576041836
PB,28,3955894.870931454
PE,28,8629317.96753044
AL,28,3240735.70037111
SE,28,2355418.1888673343
BA,28,11954097.590811327
MG,28,21621219.42816297
ES,28,3526464.369977629
RJ,28,14734392.121075094
SP,28,44800008.41187476
PR,28,11565177.68314045
SC,28,6731200.931452617
RS,28,11148654.159974465
MS,28,3016644.6672508125
MT,28,3856895.956432085
GO,28,7355714.437435157
DF,28,3202296.1569077363
RO,29,1847002.224805989
AC,29,1043746.7574866614
AM,29,4421603.470109693
RR,29,642204.9111020697
PA,29,9101773.136145487
AP,29,809802.386247158
TO,29,1694476.827267029
MA,29,6976988.781082074
PI,29,3445902.713711337
CE,29,9231781.187078971
RN,29,3507821.7576041836
PB,29,3955894.870931454
PE,29,8629317.96753044
AL,29,3240735.70037111
SE,29,2355418.1888673343
BA,29,11954097.590811327
MG,29,21621219.42816297
ES,29,3526464.369977629
RJ,29,14734392.121075094
SP,29,44800008.41187476
PR,29,11565177.68314045
SC,29,6731200.931452617
RS,29,11148654.159974465
MS,29,3016644.6672508125
MT,29,3856895.956432085
GO,29,7355714.437435157
DF,29,3202296.1569077363
RO,30,1847002.224805989
AC,30,1043746.7574866614
AM,30,4421603.470109693
RR,30,642204.9111020697
PA,30,9101773.136145487
AP,30,809802.386247158
TO,30,1694476.827267029
MA,30,6976988.781082074
PI,30,3445902.713711337
CE,30,9231781.187078971
RN,30,3507821.7576041836
PB,30,3955894.870931454
PE,30,8629317.96753044
AL,30,3240735.70037111
SE,30,2355418.1888673343
BA,30,11954097.590811327
MG,30,21621219.42816297
ES,30,3526464.369977629
RJ,30,14734392.121075094
SP,30,44800008.41187476
PR,30,11565177.68314045
SC,30,6731200.931452617
RS,30,11148654.159974465
MS,30,3016644.6672508125
MT,30,3856895.956432085
GO,30,7355714.437435157
DF,30,3202296.1569077363
RO,31,1847002.224805989
AC,31,1043746.7574866614
AM,31,4421603.470109693
RR,31,642204.9111020697
PA,31,9101773.136145487
AP,31,809802.386247158
TO,31,1694476.827267029
MA,31,6976988.781082074
PI,31,3445902.713711337
CE,31,9231781.187078971
RN,31,3507821.7576041836
PB,31,3955894.870931454
PE,31,8629317.96753044
AL,31,3240735.70037111
SE,31,2355418.1888673343
BA,31,11954097.590811327
MG,31,21621219.42816297
ES,31,3526464.369977629
RJ,31,14734392.121075094
SP,31,44800008.41187476
PR,31,11565177.68314045
SC,31,6731200.931452617
RS,31,11148654.159974465
MS,31,3016644.6672508125
MT,31,3856895.956432085
GO,31,7355714.437435157
DF,31,3202296.1569077363
RO,32,1847002.224805989
AC,32,1043746.7574866614
AM,32,4421603.470109693
RR,32,642204.9111020697
PA,32,9101773.136145487
AP,32,809802.386247158
TO,32,1694476.827267029
MA,32,6976988.781082074
PI,32,3445902.713711337
CE,32,9231781.187078971
RN,32,3507821.7576041836
PB,32,3955894.870931454
PE,32,8629317.96753044
AL,32,3240735.70037111
SE,32,2355418.1888673343
BA,32,11954097.590811327
MG,32,21621219.42816297
ES,32,3526464.369977629
RJ,32,14734392.121075094
SP,32,44800008.41187476
PR,32,11565177.68314045
SC,32,6731200.931452617
RS,32,11148654.159974465
MS,32,3016644.6672508125
MT,32,3856895.956432085
GO,32,7355714.437435157
DF,32,3202296.1569077363
RO,33,1847002.224805989
AC,33,1043746.7574866614
AM,33,4421603.470109693
RR,33,642204.9111020697
PA,33,9101773.136145487
AP,33,809802.386247158
TO,33,1694476.827267029
MA,33,6976988.781082074
PI,33,3445902.713711337
CE,33,9231781.187078971
RN,33,3507821.7576041836
PB,33,3955894.870931454
PE,33,8629317.96753044
AL,33,3240735.70037111
SE,33,2355418.1888673343
BA,33,11954097.590811327
MG,33,21621219.42816297
ES,33,3526464.369977629
RJ,33,14734392.121075094
SP,33,44800008.41187476
PR,33,11565177.68314045
SC,33,6731200.931452617
RS,33,11148654.159974465
MS,33,3016644.6672508125
MT,33,3856895.956432085
GO,33,7355714.437435157
DF,33,3202296.1569077363
RO,34,1847002.224805989
AC,34,1043746.7574866614
AM,34,4421603.470109693
RR,34,642204.9111020697
PA,34,9101773.136145487
AP,34,809802.386247158
TO,34,1694476.827267029
MA,34,6976988.781082074
PI,34,3445902.713711337
CE,34,9231781.187078971
RN,34,3507821.7576041836
PB,34,3955894.870931454
PE,34,8629317.96753044
AL,34,3240735.70037111
SE,34,2355418.1888673343
BA,34,11954097.590811327
MG,34,21621219.42816297
ES,34,3526464.369977629
RJ,34,14734392.121075094
SP,34,44800008.41187476
PR,34,11565177.68314045
SC,34,6731200.931452617
RS,34,11148654.159974465
MS,34,3016644.6672508125
MT,34,3856895.956432085
GO,34,7355714.437435157
DF,34,3202296.1569077363
RO,35,1847002.224805989
AC,35,1043746.7574866614
AM,35,4421603.470109693
RR,35,642204.9111020697
PA,35,9101773.136145487
AP,35,809802.386247158
TO,35,1694476.827267029
MA,35,6976988.781082074
PI,35,3445902.713711337
CE,35,9231781.187078971
RN,35,3507821.7576041836
PB,35,3955894.870931454
PE,35,8629317.96753044
AL,35,3240735.70037111
SE,35,2355418.1888673343
BA,35,11954097.590811327
MG,35,21621219.42816297
ES,35,3526464.369977629
RJ,35,14734392.121075094
SP,35,44800008.41187476
PR,35,11565177.68314045
SC,35,6731200.931452617
RS,35,11148654.159974465
MS,35,3016644.6672508125
MT,35,3856895.956432085
GO,35,7355714.437435157
DF,35,3202296.1569077363
RO,36,1847002.224805989
AC,36,1043746.7574866614
AM,36,4421603.470109693
RR,36,642204.9111020697
PA,36,9101773.136145487
AP,36,809802.386247158
TO,36,1694476.827267029
MA,36,6976988.781082074
PI,36,3445902.713711337
CE,36,9231781.187078971
RN,36,3507821.7576041836
PB,36,3955894.870931454
PE,36,8629317.96753044
AL,36,3240735.70037111
SE,36,2355418.1888673343
BA,36,11954097.590811327
MG,36,21621219.42816297
ES,36,3526464.369977629
RJ,36,14734392.121075094
SP,36,44800008.41187476
PR,36,11565177.68314045
SC,36,6731200.931452617
RS,36,11148654.159974465
MS,36,3016644.6672508125
MT,36,3856895.956432085
GO,36,7355714.437435157
DF,36,3202296.1569077363
RO,37,1847002.224805989
AC,37,1043746.7574866614
AM,37,4421603.470109693
RR,37,642204.9111020697
PA,37,9101773.136145487
AP,37,809802.386247158
TO,37,1694476.827267029
MA,37,6976988.781082074
PI,37,3445902.713711337
CE,37,9231781.187078971
RN,37,3507821.7576041836
PB,37,3955894.870931454
PE,37,8629317.96753044
AL,37,3240735.70037111
SE,37,2355418.1888673343
BA,37,11954097.590811327
MG,37,21621219.42816297
ES,37,3526464.369977629
RJ,37,14734392.121075094
SP,37,44800008.41187476
PR,37,11565177.68314045
SC,37,6731200.931452617
RS,37,11148654.159974465
MS,37,3016644.6672508125
MT,37,3856895.956432085
GO,37,7355714.437435157
DF,37,3202296.1569077363
RO,38,1847002.224805989
AC,38,1043746.7574866614
AM,38,4421603.470109693
RR,38,642204.9111020697
PA,38,9101773.136145487
AP,38,809802.386247158
TO,38,1694476.827267029
MA,38,6976988.781082074
PI,38,3445902.713711337
CE,38,9231781.187078971
RN,38,3507821.7576041836
PB,38,3955894.870931454
PE,38,8629317.96753044
AL,38,3240735.70037111
SE,38,2355418.1888673343
BA,38,11954097.590811327
MG,38,21621219.42816297
ES,38,3526464.369977629
RJ,38,14734392.121075094
SP,38,44800008.41187476
PR,38,11565177.68314045
SC,38,6731200.931452617
RS,38,11148654.159974465
MS,38,3016644.6672508125
MT,38,3856895.956432085
GO,38,7355714.437435157
DF,38,3202296.1569077363
RO,39,1847002.224805989
AC,39,1043746.7574866614
AM,39,4421603.470109693
RR,39,642204.9111020697
PA,39,9101773.136145487
AP,39,809802.386247158
TO,39,1694476.827267029
MA,39,6976988.781082074
PI,39,3445902.713711337
CE,39,9231781.187078971
RN,39,3507821.7576041836
PB,39,3955894.870931454
PE,39,8629317.96753044
AL,39,3240735.70037111
SE,39,2355418.1888673343
BA,39,11954097.590811327
MG,39,21621219.42816297
ES,39,3526464.369977629
RJ,39,14734392.121075094
SP,39,44800008.41187476
PR,39,11565177.68314045
SC,39,6731200.931452617
RS,39,11148654.159974465
MS,39,3016644.6672508125
MT,39,3856895.956432085
GO,39,7355714.437435157
DF,39,3202296.1569077363
RO,40,1847002.224805989
AC,40,1043746.7574866614
AM,40,4421603.470109693
RR,40,642204.9111020697
PA,40,9101773.136145487
AP,40,809802.386247158
TO,40,1694476.827267029
