variable,rhat,ess_bulk,ess_tail
log_kappa,1.0082278973590117,562.3516763288662,1921.3511110750248
kappa,1.0082278973590117,562.3516763288662,1921.3511110750248
X[4],1.0067484003055571,784.6334396717903,2658.0992825551048
lambda[4],1.006653330567061,807.6423079899922,2695.460439043426
attack_prob[4],1.006653330567061,807.6423079899922,2695.460439043426
lambda[1],1.0065476089284704,658.515594200279,2477.7619380141
attack_prob[1],1.0065476089284704,658.515594200279,2477.7619380141
X[1],1.0065476089284704,658.515594200279,2477.7619380141
S_start[2],1.0065476089284704,658.5155942002791,2477.7619380140986
S_end[1],1.0065476089284704,658.5155942002791,2477.7619380140986
U_start[2],1.0065476089284704,658.515594200279,2477.7619380141
U_end[1],1.0065476089284704,658.515594200279,2477.7619380141
S_end_prop[1],1.0065476089284704,658.5155942002791,2477.7619380140986
eta[3],1.0061373889733336,616.7611676525314,2490.381035135351
lambda[11],1.0060914277599757,638.3319867491447,2213.964711497959
attack_prob[11],1.0060914277599757,638.3319867491447,2213.964711497959
weight[3],1.006046533472122,646.4599147523462,2568.1610896320767
X[11],1.005999889630182,636.4217275611028,2200.0413958316317
case_shape[3],1.005996327805571,649.1888993501044,2611.8561114356708
case_shape[1],1.0058865457821864,644.9243582596182,2607.0836519638797
weight[1],1.0057933095184852,643.485710664589,2625.593694300476
case_shape[4],1.0056327915472616,797.4069764989285,2298.4761601771575
weight[4],1.0055189207271076,811.584646499976,2481.866731983886
log_sigma_year,1.005432671791369,560.9927892827727,1279.1259971480658
sigma_year,1.005432671791369,560.9927892827727,1279.1259971480658
X[5],1.0052596142533794,746.143181707215,2282.6178328109568
X[6],1.005249293816503,808.2727803833084,2640.5020572971234
lambda[6],1.00522688305719,819.4302051853234,2672.745129501141
attack_prob[6],1.00522688305719,819.4302051853234,2672.745129501141
X[3],1.0052023737462126,672.1795400732327,2577.3082363205604
