fit_id,year,observed_cases,lambda_q025,lambda_median,lambda_q975,weight_q025,weight_median,weight_q975,attack_prob_q025,attack_prob_median,attack_prob_q975,latent_infections_q025,latent_infections_median,latent_infections_q975,S_start_prop_q025,S_start_prop_median,S_start_prop_q975,S_end_prop_q025,S_end_prop_median,S_end_prop_q975,expected_cases_median,predicted_cases_q025,predicted_cases_median,predicted_cases_q975
M1v2_SHAPE_s0_5,2018,1481,0.0024054543064045714,0.011185852408569685,0.02091994884214015,0.19711019283823514,0.9421200619313108,1.5922255971858152,0.002402563519538579,0.01112352337897059,0.02070264468035914,20043.0071421644,95812.35793744429,176345.44550030993,0.9131975576125402,0.9611744875664552,0.9757768242069501,0.90901459910904,0.9501571154513812,0.9676898001337256,17140.56902694849,0,6101,85298.425
M1v2_SHAPE_s0_5,2019,1205,0.0021080682713170316,0.011004111465068401,0.020521680208493483,0.17919042034236127,0.9223733392054426,1.5239647567007304,0.0021058478558890125,0.010943787703057407,0.020312543511536506,17623.00624430157,93836.05836797564,172818.30892405217,0.90901459910904,0.9501571154513812,0.9676898001337256,0.9029981476557928,0.939910611928663,0.9599677258841691,16694.45873475138,0,5495,82434.90000000001
M1v2_SHAPE_s0_5,2020,1017,0.0020646562003387857,0.0109923851413035,0.020655507856292808,0.17402059903241715,0.9195706113745932,1.5239226782302822,0.002062526261144051,0.010932189637759725,0.020443644075014835,17310.79439663713,93454.46444866442,172845.76753655533,0.9029981476557928,0.939910611928663,0.9599677258841691,0.8966592514340159,0.9302682236454671,0.9519058427740948,16555.50091879202,0,4946,86912.7
M1v2_SHAPE_s0_5,2021,1318,0.002073984643971218,0.011071227300782457,0.02153339895383647,0.17057940763700685,0.9329439286642843,1.5731990673597405,0.0020718354235238156,0.011010166809331035,0.02130321052410833,17183.255950094248,93445.576206266,177157.1074086731,0.8966592514340159,0.9302682236454671,0.9519058427740948,0.8874423117572288,0.9207487490472881,0.9446576402161468,16721.415869181896,0,5308.5,87700.72500000008
M1v2_SHAPE_s0_5,2022,50986,0.005999804187532415,0.01376909959182944,0.04272362212855485,0.5212663193090856,1.0652599376245129,3.2973727834286755,0.005981841303481509,0.013674739121993915,0.04182382772917037,50197.46683218335,114701.2782395242,354383.90384931746,0.8874423117572288,0.9207487490472881,0.9446576402161468,0.8681155476165179,0.9073060249193089,0.9332592320893189,18890.341907729155,1,12732.5,94870.85000000003
M1v2_SHAPE_s0_5,2023,2008,0.0024129790963187373,0.011197481081116912,0.021900506674054167,0.19882951405871696,0.9476213374754878,1.6425173609603103,0.002410070200009948,0.011135022632365515,0.021662431731320007,19782.919459644338,93401.63062157841,177619.31189404504,0.8681155476165179,0.9073060249193089,0.9332592320893189,0.8601980312665476,0.8983784966461201,0.9256772434062384,16690.849958189443,0,5715,83728.27500000001
M1v2_SHAPE_s0_5,2024,892,0.0021477204180740863,0.011013065003215772,0.020389681222666683,0.1710782863633703,0.9176546162424053,1.4854818122641589,0.0021454157151738515,0.010952643215457955,0.02018321729337946,17491.81758290946,91013.33493512112,163822.66871842678,0.8601980312665476,0.8983784966461201,0.9256772434062384,0.8497853216222752,0.8899241060343581,0.9185635974702452,16069.543686460616,0,5384.5,83638.07500000001
M1v2_SHAPE_s0_5,2025,690,0.001862019646449558,0.010869237675613028,0.020312583929630562,0.1544729403341623,0.9076851225074134,1.4851373578271174,0.0018602871612280211,0.010810380947063408,0.020107673161515245,15339.519082474113,89282.4875620975,163082.36982534945,0.8497853216222752,0.8899241060343581,0.9185635974702452,0.8405651423007211,0.8817872949499835,0.9122221779161218,15775.004348731294,0,4510.5,80438.07500000004
M1v2_SHAPE_s0_75,2015,25,4.58610471797484e-4,0.007178537810968451,0.01716037170899185,0.03735361911290805,0.5861647080473977,1.2483496349174747,4.5850532582722057e-4,0.007152833651245325,0.017013971154054792,4028.8374766479287,62851.18766368485,149499.9528923537,1,1,1,0.983240937073846,0.9929543321675985,0.9995483641333386,10900.37163224709,0,2325.5,71621.55
M1v2_SHAPE_s0_75,2016,30862,0.004268807968706399,0.013666857337873838,0.0354096367711669,0.363460327877584,1.0629464005658924,2.7152701587629875,0.004259709556874571,0.013573889845264048,0.034790050194742045,37527.1486600965,119015.07953225114,306326.9277761145,0.983240937073846,0.9929543321675985,0.9995483641333386,0.95949566285376,0.9781854965521075,0.9924789351716037,19689.994531122404,2,14631,90935.725
