fit_id,hmc_gate,divergences,max_treedepth_hits,max_rhat,n_rhat_gt_1_01,min_bulk_ess,min_tail_ess,min_bfmi,elapsed_seconds
M1v2_NB_s0_75,FAIL,0,0,1.0091805830772267,0,256.66912615832405,203.84727777787376,0.1775237630793959,17.053736925125122
M1v2_SHAPE_foisd1_5,PASS,0,0,1.0059671138506678,0,646.0541473435646,1313.4429221332114,0.5384162250944227,17.857933044433594
M1v2_SHAPE_foisd2,PASS,0,0,1.0082778173144562,0,594.4491300616177,1257.734002555919,0.5496977031651795,19.616583108901978
M1v2_SHAPE_s0_5,PASS,0,0,1.0058587478680534,0,933.0836211364787,823.2139983520898,0.7536086437659664,19.83494997024536
M1v2_SHAPE_s0_75,PASS,0,0,1.008542089089787,0,519.1170942580525,1505.699439874055,0.5663889980242176,21.61794900894165
M1v2_SHAPE_s1_0,PASS,0,0,1.0082278973590117,0,560.9927892827727,1279.1259971480658,0.5093289121274005,14.199581861495972
