"quantity","value"
"u0",-2.19722457733622
"existing_b1",-0.45
"b2_residual_fit",0.00668493533590813
"b1_check",1.03775143682958
"b2_check",0.328419287421315
"rmse_flat",0.0338344277037016
"rmse_quad",0.0332649037432356
"cor_resid_flat_vs_d2",0.182707452210661
"cor_resid_quad_vs_d2",-4.02619164665498e-17
