"version","max_rhat","n_rhat_gt_1.01","min_ess","median_ess","divergences","max_treedepth_hits","min_bfmi","median_bfmi"
"v2",1.19373959970038,222,16.5347588440186,1111.48838129635,0,0,0.539078001398479,0.605183300338848
"v2.1",1.03178233892231,487,97.833447758219,741.846100938656,0,0,0.370562324858591,0.454756649107893
