fit_id,observation_model,q_implied_q025,q_implied_median,q_implied_q975,infections_per_case_median,Pr_q_implied_gt_one
M1v2_NB_s0_75,NB,0.12439230861617322,0.16105387953630723,0.20877931861450683,6.209102222394577,0
M1v2_SHAPE_foisd1_5,SHAPE,0.10972886433640104,0.1702391267988225,0.26976484710966436,5.874090453601055,0
M1v2_SHAPE_foisd2,SHAPE,0.09744164992691831,0.1689573478324988,0.3063784443108368,5.918653550652865,0
M1v2_SHAPE_s0_5,SHAPE,0.1269909518688699,0.17125360708525067,0.22996508451596956,5.839293067399442,0
M1v2_SHAPE_s0_75,SHAPE,0.12674915077677723,0.1710722707295871,0.23150254784571975,5.845482707905612,0
M1v2_SHAPE_s1_0,SHAPE,0.12630571305714383,0.17101783056591988,0.23363270315647305,5.84734352325872,0
