q_prior_median,q_prior_lo95,q_prior_hi95,q_posterior_median,q_posterior_lo95,q_posterior_hi95,cor_logitq_alphaR,cor_q_immune2025,cor_q_minS,cor_q_maxR0
0.10135517675942923,0.016865572356496272,0.4480118451414723,0.014964806085033384,0.012985834710867769,0.017873433580673753,-0.8391537285595108,-0.8463122960599656,0.8457238482160572,-0.7021574901686343
