"timestamp"	"stage"	"chain"	"n_rows"	"warmup_progress"	"sampling_progress"	"mtime"	"size_bytes"	"divergent_total"	"divergent_post_warmup"	"treedepth_median"	"treedepth_p90"	"treedepth_p95"	"treedepth_p99"	"treedepth_eq14_total"	"treedepth_eq14_post_warmup"	"n_leapfrog_median"	"n_leapfrog_p95"	"n_leapfrog_max"	"stepsize_last"	"accept_stat_median"
"2026-09-11 21:18:54"	"B"	1	103	"34.3%"	"0.0%"	"2026-09-11 21:18:54"	6397827	7	0	4	10	11.9	12.98	0	0	15	3992.59999999999	8191	0.000858922	0.991236
"2026-09-11 21:18:54"	"B"	2	367	"100.0%"	"44.7%"	"2026-09-11 21:18:52"	22514837	5	1	3	6	7	10.34	0	0	7	127	14719	0.011624	0.982044
"2026-09-11 21:18:54"	"B"	3	400	"100.0%"	"66.7%"	"2026-09-11 21:18:57"	24563705	28	16	4	9	9	11	0	0	15	878.399999999995	3583	0.0105503	0.9625615
"2026-09-11 21:18:54"	"B"	4	154	"51.3%"	"0.0%"	"2026-09-11 21:19:00"	9519203	10	0	4	10	11	12.47	1	0	15	2047	16383	0.000323167	0.980289
