model,q_median,q_lo95,q_hi95,cor_logitq_alphaR,u10window_immune_median,u10window_immune_lo95,u10window_immune_hi95,immune_2025_median,min_S_median,max_R0_median,hmc_pass,divergences
CITY case-only,0.01497087326114809,0.012882593480595018,0.017999011829416788,-0.7017510630539043,0.0957290311184622,0.0779678096090559,0.11700350324701274,0.48812909173091357,0.5094138543599938,2.6008748033203237,TRUE,0
