wave_id,rho
PE_wave_04,0.26251852078764465
PE_wave_05,0.2811719404505232
PE_wave_06,0.28886999121812745
PE_wave_07,0.28399863863773966
PE_wave_08,0.15187982731428976
PE_wave_09,0.418473795272003
PE_wave_10,0.39881253146160645
PE_wave_11,0.3564542280773964
