n_municipalities,n_weeks_expected,n_municipalities_with_incomplete_weeks,n_muni_week_rows,n_expected_rows,n_zero_case_weeks,n_positive_case_weeks,n_na_cases,n_na_population,total_pe_cases_2015_2025,population_coverage_min,population_coverage_max,weeks_covered_match_expected_and_official,max_abs_diff_vs_official_state_series,n_weeks_mismatched_vs_official
184,573,0,105432,105432,97971,7461,0,0,58692,4284,1661017,TRUE,0,0
