state,q,wave_id,wave_onset,observed_total,predicted_total_median,predicted_total_lo,predicted_total_hi,total_ratio,observed_peak,predicted_peak_median,peak_ratio,observed_peak_week,predicted_peak_week,epidemic_width_weeks_observed,epidemic_width_weeks_predicted_median,pre_wave_susceptible,post_wave_susceptible,max_rhat,divergences,min_bulk_ess,min_tail_ess,bfmi_min
BA,0.15,BA_wave_04,2017-11-12,3383,3215,2482.875,4156.15,0.9503399349689624,181,265,1.4640883977900552,2018-06-03,2018-04-01,27,28,0.9940830156262397,0.9927121100255547,1.0060951945098384,0,629.9733199697556,888.01710355258,0.7804452622134204
BA,0.15,BA_wave_05,2019-02-03,5650,5316,4086.95,6806.025,0.9408849557522124,384,367,0.9557291666666666,2019-06-02,2019-04-28,24,36,0.9926236724325042,0.9902647831092259,1.0060951945098384,0,629.9733199697556,888.01710355258,0.7804452622134204
BA,0.15,BA_wave_06,2020-01-19,18751,18123,13552.3,24224.149999999987,0.966508452882513,1228,1662,1.3534201954397393,2020-05-10,2020-04-05,20,25,0.9900211962728045,0.9818511705522643,1.0060951945098384,0,629.9733199697556,888.01710355258,0.7804452622134204
BA,0.15,BA_wave_07,2021-01-03,9539,10409.5,7760.75,14133.899999999994,1.0912569451724499,830,978,1.1783132530120481,2021-03-14,2021-03-21,19,24,0.9818511705522643,0.9772706755365329,1.0060951945098384,0,629.9733199697556,888.01710355258,0.7804452622134204
BA,0.15,BA_wave_08,2021-12-05,13875,14270.5,10789.775,19351.77499999999,1.0285045045045045,1012,1404.5,1.3878458498023716,2022-03-06,2022-04-17,20,22,0.9772348501598453,0.9709817127055329,1.0060951945098384,0,629.9733199697556,888.01710355258,0.7804452622134204
BA,0.15,BA_wave_09,2022-11-06,12613,12165.5,9352.575,15602.125,0.9645207325774994,487,941.5,1.933264887063655,2023-02-05,2023-03-26,32,32,0.9709327179994427,0.9658182602209424,1.0060951945098384,0,629.9733199697556,888.01710355258,0.7804452622134204
BA,0.15,BA_wave_10,2024-01-21,14846,12691,9742.975,16728.899999999994,0.8548430553684494,1499,1126.5,0.7515010006671115,2024-03-17,2024-03-31,47,55,0.965727494387635,0.9606700116199264,1.0060951945098384,0,629.9733199697556,888.01710355258,0.7804452622134204
BA,0.2,BA_wave_02,2016-01-24,5863,5853.5,4266,8071.049999999999,0.9983796691113764,535,609.5,1.139252336448598,2016-03-13,2016-04-24,16,19,0.9998932088086586,0.9978490401352262,1.0076734083445247,0,579.5609099215267,834.8112770934341,0.8290073113535481
BA,0.2,BA_wave_03,2016-10-16,6654,6587,4966.8,8542.124999999998,0.9899308686504358,422,547,1.2962085308056872,2017-01-15,2017-03-26,27,27,0.9978010301447282,0.9955735551300956,1.0076734083445247,0,579.5609099215267,834.8112770934341,0.8290073113535481
BA,0.2,BA_wave_04,2017-11-12,3383,3214.5,2513.9,4256.3499999999985,0.9501921371563701,181,264,1.4585635359116023,2018-06-03,2018-04-01,27,29,0.995569379606049,0.9945323725851035,1.0076734083445247,0,579.5609099215267,834.8112770934341,0.8290073113535481
BA,0.2,BA_wave_05,2019-02-03,5650,5288,4173,6661.199999999999,0.935929203539823,384,362,0.9427083333333334,2019-06-02,2019-04-28,24,36,0.994470669542302,0.9927114605952283,1.0076734083445247,0,579.5609099215267,834.8112770934341,0.8290073113535481
BA,0.2,BA_wave_06,2020-01-19,18751,17898,13583.6,23935.2,0.9545090928483814,1228,1655,1.3477198697068404,2020-05-10,2020-03-29,20,25,0.9925159983562287,0.9864345367885565,1.0076734083445247,0,579.5609099215267,834.8112770934341,0.8290073113535481
BA,0.2,BA_wave_07,2021-01-03,9539,10428,7806.65,13833.599999999997,1.093196351818849,830,969,1.1674698795180722,2021-03-14,2021-03-21,19,24,0.9864345367885565,0.9829916049040471,1.0076734083445247,0,579.5609099215267,834.8112770934341,0.8290073113535481
BA,0.2,BA_wave_08,2021-12-05,13875,14385,10600.95,19280.649999999972,1.0367567567567568,1012,1434,1.41699604743083,2022-03-06,2022-04-10,20,22,0.982962691159553,0.978280204762966,1.0076734083445247,0,579.5609099215267,834.8112770934341,0.8290073113535481
