q,divergences,max_treedepth_hits,max_rhat,min_bulk_ess,bfmi_min,hmc_pass,elapsed_seconds
0.05,0,0,1.0057231088185965,508.04349405291646,0.793979814289463,TRUE,262.3646459579468
0.1,0,0,1.001243594949482,668.2521501170626,0.7983135539876588,TRUE,278.4112992286682
0.15,0,0,1.0060951945098384,629.9733199697556,0.7804452622134204,TRUE,286.2104609012604
0.2,0,0,1.0076734083445247,579.5609099215267,0.8290073113535481,TRUE,339.5972812175751
0.25,0,0,1.003424500139219,610.9779969348328,0.8551502950529839,TRUE,351.48443698883057
0.3,0,0,1.0013450902965626,1377.1551409583817,0.8149952530414483,TRUE,426.43550395965576
