mode,period,mean_residual,sd_residual
high_q,2016 epidemic,0.32820886842010777,0.9761672146050617
high_q,2017 epidemic,0.16284489651138456,0.871774993030562
high_q,2018-2019,0.12985519734622425,1.0839775162401761
high_q,other/trough,-0.6567069315929559,0.6225024601226884
low_q,2016 epidemic,0.4237605625732877,1.1813699140751959
low_q,2017 epidemic,0.17988368020689097,0.8769219969208042
low_q,2018-2019,0.04861126564582821,0.7762485624190424
low_q,other/trough,-0.8989398800311985,0.7606391012409851
