mode,max_R0_t,frac_weeks_R0_gt1,R0_growth_median,Reff_growth_median,frac_weeks_Reff_gt1
low_q,2.0943248148648834,0.685823754789272,1.1802005658673265,1.009821309713174,0.5210727969348659
high_q,2.216444693541841,0.39080459770114945,1.0624137239291203,1.0528006918808017,0.37547892720306514
