"fit","elapsed_seconds","divergences","max_treedepth_hits","maximum_rhat","n_rhat_gt_1_01","minimum_bulk_ess","minimum_tail_ess","minimum_bfmi","bfmi_by_chain","gate_pass"
"smoothed",24.7613298892975,1,0,1.01084894725897,1,259.889701755036,368.549723065594,0.251705617150798,"0.285; 0.267; 0.252; 0.267",FALSE
"filtered_CE_wave_01",1.13484215736389,0,0,1.00366254223393,0,1360.81269691224,1430.86604314998,0.909953431997379,"0.921; 0.918; 0.992; 0.91",TRUE
"filtered_CE_wave_02",22.3979139328003,0,0,1.00344882227649,0,1075.96270926542,1310.36376056813,0.642463217538489,"0.774; 0.881; 0.642; 0.806",TRUE
"filtered_CE_wave_03",20.5773611068726,0,0,1.00429783957725,0,733.208688066222,1465.07507949439,0.510660386617113,"0.511; 0.618; 0.638; 0.651",TRUE
"filtered_CE_wave_04",18.6000020503998,0,0,1.01240081007227,1,452.528106443919,1100.49348244855,0.385963129910044,"0.481; 0.489; 0.386; 0.481",FALSE
"filtered_CE_wave_05",18.3903288841248,0,0,1.01021149412318,1,260.549361420443,591.973829117358,0.37510371554997,"0.375; 0.459; 0.44; 0.422",FALSE
"filtered_CE_wave_06",19.5108320713043,1,0,1.00477338060025,0,372.207822603244,712.70290002983,0.321691563579474,"0.345; 0.323; 0.333; 0.322",FALSE
"filtered_CE_wave_07",22.5484809875488,0,0,1.01805377478108,2,324.112906829329,525.775976324682,0.301040456957298,"0.305; 0.347; 0.313; 0.301",FALSE
